projectname;packageandclass;path;Readability;Understandability;Complexity_inv;Modularization_inv;Overall;Code_Health;TD_Time;TD_Ratio;MI;line;cbo;cbod;cboi;cgc;cyc;dac;dit;lcom4;lpc;mll;mnd;mpc;nlam;nle;noa;noc;nod;noi;noi_ic;nolm;nom;non;non_am;non_lm;non_m;nop;nos;nos_am;nos_deeper_4;nos_lm;nos_m;rfc;rfc_ic
jsweet;def.dom.CSSConditionRule;jsweet\sourcefiles\core-lib\es5\src\main\java\def\dom\CSSConditionRule.java;0;0;3;3;0;10;45;0.25;91.9748;2;3;1;2;0;1;1;3;0;0;0;0;0;3;0;3;2;2;1;1;3;1;6;3;3;3;1;6;3;0;3;3;2;2
jsweet;def.dom.GainNode;jsweet\sourcefiles\core-lib\es5\src\main\java\def\dom\GainNode.java;1;0;3;3;0;10;45;0.25;91.9748;2;3;2;1;0;1;2;3;0;0;0;0;0;3;0;3;0;0;1;1;3;1;6;3;3;3;1;6;3;0;3;3;2;2
jsweet;def.dom.GamepadEvent;jsweet\sourcefiles\core-lib\es5\src\main\java\def\dom\GamepadEvent.java;0;0;3;3;0;10;45;0.25;91.9748;2;5;2;3;0;1;2;2;0;0;0;0;0;3;0;2;0;0;1;1;3;1;6;3;3;3;1;6;3;0;3;3;2;2
jsweet;def.dom.HTMLAllCollection;jsweet\sourcefiles\core-lib\es6\src\main\java\def\dom\HTMLAllCollection.java;0;0;3;3;0;10;37;0.21;84.5507;2;2;2;0;0;2;2;2;1;0;0;0;0;3;0;3;0;0;1;1;3;2;7;2.5;3;5;1;6;2;0;3;4;3;3
jsweet;def.dom.HTMLBaseElement;jsweet\sourcefiles\core-lib\es5\src\main\java\def\dom\HTMLBaseElement.java;0;0;3;3;0;10;55;0.26;91.5687;2;3;1;2;0;1;1;5;0;0;0;0;0;4;0;5;0;0;1;1;4;1;7;3;3;3;1;7;3;0;3;3;2;2
jsweet;def.dom.HTMLBodyElement;jsweet\sourcefiles\core-lib\es6\src\main\java\def\dom\HTMLBodyElement.java;3;1;3;3;1;10;429;0.1;35.502;2;145;143;2;0;238;488;5;237;0;0;0;0;265;0;5;0;0;1;1;265;238;858;276.66667;826;830;1;268;80;0;236;240;239;239
jsweet;def.dom.HTMLDTElement;jsweet\sourcefiles\core-lib\es6\src\main\java\def\dom\HTMLDTElement.java;0;0;3;3;0;10;45;0.25;91.9748;2;3;1;2;0;1;1;5;0;0;0;0;0;3;0;5;0;0;1;1;3;1;6;3;3;3;1;6;3;0;3;3;2;2
jsweet;def.dom.HTMLFrameElement;jsweet\sourcefiles\core-lib\es5\src\main\java\def\dom\HTMLFrameElement.java;1;1;3;3;1;10;600;0.09;26.0403;3;127;126;2;0;210;420;5;208;0;0;0;0;228;0;5;0;0;1;1;228;210;755;244;728;732;1;232;70.66667;0;208;212;211;211
jsweet;def.dom.HTMLIFrameElement;jsweet\sourcefiles\core-lib\es6\src\main\java\def\dom\HTMLIFrameElement.java;2;3;2;1;3;10;272;0.09;25.762;3;127;126;2;0;210;419;5;208;0;0;0;0;232;0;5;0;0;1;1;232;210;759;244;728;732;1;236;70.66667;0;208;212;211;211
jsweet;def.dom.HTMLLegendElement;jsweet\sourcefiles\core-lib\es5\src\main\java\def\dom\HTMLLegendElement.java;0;0;3;3;0;10;55;0.26;91.5687;2;4;2;2;0;1;2;5;0;0;0;0;0;4;0;5;0;0;1;1;4;1;7;3;3;3;1;7;3;0;3;3;2;2
jsweet;def.dom.HTMLMapElement;jsweet\sourcefiles\core-lib\es5\src\main\java\def\dom\HTMLMapElement.java;0;0;3;3;0;10;55;0.26;91.5687;2;4;2;2;0;1;2;5;0;0;0;0;0;4;0;5;0;0;1;1;4;1;7;3;3;3;1;7;3;0;3;3;2;2
jsweet;def.dom.HTMLNextIdElement;jsweet\sourcefiles\core-lib\es5\src\main\java\def\dom\HTMLNextIdElement.java;0;1;3;3;0;10;45;0.25;91.9748;2;3;1;2;0;1;1;5;0;0;0;0;0;3;0;5;0;0;1;1;3;1;6;3;3;3;1;6;3;0;3;3;2;2
jsweet;def.dom.HTMLOListElement;jsweet\sourcefiles\core-lib\es6\src\main\java\def\dom\HTMLOListElement.java;1;1;3;3;0;10;65;0.27;90.4652;2;3;1;2;0;1;1;5;0;0;0;0;0;5;0;5;0;0;1;1;5;1;8;3;3;3;1;8;3;0;3;3;2;2
jsweet;def.dom.HTMLUListElement;jsweet\sourcefiles\core-lib\es5\src\main\java\def\dom\HTMLUListElement.java;0;1;3;3;1;10;55;0.26;91.5687;2;3;1;2;0;1;1;5;0;0;0;0;0;4;0;5;0;0;1;1;4;1;7;3;3;3;1;7;3;0;3;3;2;2
jsweet;def.dom.HTMLUnknownElement;jsweet\sourcefiles\core-lib\es5\src\main\java\def\dom\HTMLUnknownElement.java;0;0;3;3;0;10;35;0.23;92.4436;2;1;1;0;0;1;1;5;0;0;0;0;0;2;0;5;0;0;1;1;2;1;5;3;3;3;1;5;3;0;3;3;2;2
jsweet;def.dom.intl.CollatorOptions;jsweet\sourcefiles\core-lib\es5\src\main\java\def\dom\intl\CollatorOptions.java;0;0;3;3;0;10;0;0;0;3;3;1;2;0;0;1;1;0;0;0;0;0;6;0;1;0;0;0;0;6;0;15;1;1;1;1;15;1;0;1;1;0;0
jsweet;def.dom.intl.ResolvedCollatorOptions;jsweet\sourcefiles\core-lib\es6\src\main\java\def\dom\intl\ResolvedCollatorOptions.java;0;0;3;3;0;10;70;0.21;0;3;2;1;1;0;0;1;1;0;0;0;0;0;7;0;1;0;0;0;0;7;0;10;1;1;1;1;10;1;0;1;1;0;0
jsweet;def.dom.intl.ResolvedNumberFormatOptions;jsweet\sourcefiles\core-lib\es6\src\main\java\def\dom\intl\ResolvedNumberFormatOptions.java;0;0;3;3;0;10;70;0.12;0;3;2;1;1;0;0;1;1;0;0;0;0;0;11;0;1;0;0;0;0;11;0;18;1;1;1;1;18;1;0;1;1;0;0
jsweet;def.dom.KeyAlgorithm;jsweet\sourcefiles\core-lib\es5\src\main\java\def\dom\KeyAlgorithm.java;0;0;3;3;0;10;0;0;0;3;2;1;1;0;0;1;1;0;0;0;0;0;1;0;1;0;0;0;0;1;0;5;1;1;1;1;5;1;0;1;1;0;0
jsweet;def.dom.KeyAlgorithm;jsweet\sourcefiles\core-lib\es6\src\main\java\def\dom\KeyAlgorithm.java;0;0;3;3;0;10;0;0;0;3;2;1;1;0;0;1;1;0;0;0;0;0;1;0;1;0;0;0;0;1;0;5;1;1;1;1;5;1;0;1;1;0;0
jsweet;def.dom.MediaSource;jsweet\sourcefiles\core-lib\es6\src\main\java\def\dom\MediaSource.java;0;0;3;3;0;10;85;0.2;69.6552;2;3;3;0;0;6;5;2;5;0;0;0;0;11;0;2;0;0;1;1;11;6;18;2.4;3;12;1;14;1.6;0;3;8;7;7
jsweet;def.dom.MimeTypeArray;jsweet\sourcefiles\core-lib\es6\src\main\java\def\dom\MimeTypeArray.java;0;0;3;3;0;10;53;0.14;69.7059;2;2;2;0;0;5;5;1;4;0;0;0;0;7;0;2;0;0;1;1;7;5;14;2.2;3;11;2;11;1.6;0;3;8;6;6
jsweet;def.dom.MouseEvent;jsweet\sourcefiles\core-lib\es6\src\main\java\def\dom\MouseEvent.java;0;0;3;3;0;10;284;0.29;68.5804;2;23;5;19;0;5;7;3;1;0;0;0;0;30;0;3;5;5;1;1;30;5;56;10;16;30;1;37;3.66667;0;9;11;6;6
jsweet;def.dom.MouseEventInit;jsweet\sourcefiles\core-lib\es6\src\main\java\def\dom\MouseEventInit.java;0;0;3;3;0;10;0;0;0;3;5;2;3;0;0;2;4;0;0;0;0;0;7;0;4;2;2;0;0;7;0;17;1;1;1;1;17;1;0;1;1;0;0
jsweet;def.dom.MSApp;jsweet\sourcefiles\core-lib\es6\src\main\java\def\dom\MSApp.java;1;0;3;3;0;10;158;0.22;58.3451;3;6;6;0;0;15;7;1;12;0;0;0;0;19;0;1;0;0;0;0;19;15;40;2.125;4;34;1;22;1;0;1;16;15;15
jsweet;def.dom.MSBaseReader;jsweet\sourcefiles\core-lib\es6\src\main\java\def\dom\MSBaseReader.java;0;0;3;3;0;10;150;0.13;56.7275;3;14;12;2;0;17;35;1;17;0;0;0;0;28;0;1;0;0;0;0;28;17;71;19.33333;56;58;1;31;6;0;16;18;17;17
jsweet;def.dom.MSFileSaver;jsweet\sourcefiles\core-lib\es5\src\main\java\def\dom\MSFileSaver.java;0;0;3;3;0;10;8;0.03;76.6578;3;2;1;1;0;4;1;1;4;0;0;0;0;4;0;1;0;0;0;0;4;4;13;3.66667;5;11;1;7;1.66667;0;2;5;4;4
jsweet;def.dom.MSInputMethodContext;jsweet\sourcefiles\core-lib\es5\src\main\java\def\dom\MSInputMethodContext.java;1;0;3;3;0;10;123;0.16;58.8466;2;9;9;1;0;15;22;2;12;0;0;0;0;22;0;2;0;0;1;1;22;15;50;7;35;42;1;25;2.83333;0;10;17;16;16
jsweet;def.dom.MSManipulationEvent;jsweet\sourcefiles\core-lib\es5\src\main\java\def\dom\MSManipulationEvent.java;0;0;3;3;0;10;173;0.32;79.3058;2;13;2;11;0;2;2;3;1;0;0;0;0;15;0;3;0;0;1;1;15;2;25;5.5;8;11;1;18;2;0;3;4;3;3
jsweet;def.dom.MSMediaKeySession;jsweet\sourcefiles\core-lib\es6\src\main\java\def\dom\MSMediaKeySession.java;0;0;3;3;0;10;69;0.21;78.3827;3;4;3;1;0;3;3;2;2;0;0;0;0;7;0;2;0;0;1;1;7;3;11;2;3;6;1;10;1.66667;0;3;5;4;4
jsweet;def.dom.MSStreamReader;jsweet\sourcefiles\core-lib\es5\src\main\java\def\dom\MSStreamReader.java;0;0;3;3;0;10;217;0.16;50.1629;3;15;15;0;0;29;48;2;28;0;0;0;0;42;0;2;0;0;1;1;42;29;107;11.125;56;89;1;46;3.875;0;16;31;30;30
jsweet;def.dom.MSWebViewSettings;jsweet\sourcefiles\core-lib\es5\src\main\java\def\dom\MSWebViewSettings.java;0;0;3;3;0;10;55;0.26;91.5687;2;2;1;1;0;1;1;1;0;0;0;0;0;4;0;1;0;0;1;1;4;1;7;3;3;3;1;7;3;0;3;3;2;2
jsweet;def.dom.MutationRecord;jsweet\sourcefiles\core-lib\es6\src\main\java\def\dom\MutationRecord.java;0;0;3;3;0;10;125;0.3;89.6572;2;4;3;1;0;1;6;1;0;0;0;0;0;11;0;1;0;0;1;1;11;1;14;3;3;3;1;14;3;0;3;3;2;2
jsweet;def.dom.NavigatorOnLine;jsweet\sourcefiles\core-lib\es6\src\main\java\def\dom\NavigatorOnLine.java;0;0;3;3;0;10;10;0.07;0;3;2;1;1;0;0;1;1;0;0;0;0;0;1;0;1;0;0;0;0;1;0;4;1;1;1;1;4;1;0;1;1;0;0
jsweet;def.dom.NodeList;jsweet\sourcefiles\core-lib\es6\src\main\java\def\dom\NodeList.java;0;0;3;3;0;10;49;0.2;82.7075;2;6;2;5;0;3;3;1;2;0;0;0;0;5;0;1;1;1;1;1;5;3;10;2.33333;3;7;1;8;1.66667;0;3;5;4;4
jsweet;def.dom.NodeSelector;jsweet\sourcefiles\core-lib\es5\src\main\java\def\dom\NodeSelector.java;0;0;3;3;0;10;4;0.02;84.5507;3;5;3;3;0;2;3;1;2;0;0;0;0;2;0;1;0;0;0;0;2;2;7;1.66667;2;5;1;5;1;0;1;3;2;2
jsweet;def.dom.OES_standard_derivatives;jsweet\sourcefiles\core-lib\es6\src\main\java\def\dom\OES_standard_derivatives.java;0;0;3;3;0;10;52;0.29;91.2106;2;1;1;0;0;1;1;1;0;0;0;0;0;3;0;1;0;0;1;1;3;1;6;3;3;3;1;6;3;0;3;3;2;2
jsweet;def.dom.PointerEvent;jsweet\sourcefiles\core-lib\es5\src\main\java\def\dom\PointerEvent.java;0;0;3;3;0;10;166;0.25;67.3894;2;19;5;16;0;6;6;4;1;0;0;0;0;19;0;4;0;0;1;1;19;6;58;11;28;44;1;26;3;0;9;12;7;7
jsweet;def.dom.Selection;jsweet\sourcefiles\core-lib\es5\src\main\java\def\dom\Selection.java;0;1;3;3;0;10;133;0.17;58.3989;2;6;3;3;0;15;12;1;12;0;0;0;0;23;0;1;0;0;1;1;23;15;40;2.06667;5;31;1;26;1.13333;0;3;17;16;16
jsweet;def.dom.SVGAnimatedBoolean;jsweet\sourcefiles\core-lib\es5\src\main\java\def\dom\SVGAnimatedBoolean.java;1;1;3;3;0;10;55;0.26;91.5687;2;29;1;28;0;1;1;1;0;0;0;0;0;4;0;1;0;0;1;1;4;1;7;3;3;3;1;7;3;0;3;3;2;2
jsweet;def.dom.SVGAnimatedString;jsweet\sourcefiles\core-lib\es5\src\main\java\def\dom\SVGAnimatedString.java;0;0;3;3;0;10;55;0.26;91.5687;2;28;1;27;0;1;1;1;0;0;0;0;0;4;0;1;0;0;1;1;4;1;7;3;3;3;1;7;3;0;3;3;2;2
jsweet;def.dom.SVGElementInstance;jsweet\sourcefiles\core-lib\es6\src\main\java\def\dom\SVGElementInstance.java;0;0;3;3;0;10;115;0.3;90.4652;2;4;4;2;0;1;4;2;0;0;0;0;0;10;0;2;0;0;1;1;10;1;13;3;3;3;1;13;3;0;3;3;2;2
jsweet;def.dom.SVGFEColorMatrixElement;jsweet\sourcefiles\core-lib\es5\src\main\java\def\dom\SVGFEColorMatrixElement.java;0;0;3;3;0;10;183;0.27;70.4423;3;10;8;2;0;5;14;5;4;0;0;0;0;19;0;5;0;0;1;1;19;5;36;8.5;14;17;1;23;3.5;0;4;7;6;6
jsweet;def.dom.SVGFEFuncBElement;jsweet\sourcefiles\core-lib\es5\src\main\java\def\dom\SVGFEFuncBElement.java;0;0;3;3;0;10;35;0.23;92.4436;2;3;1;2;0;1;1;6;0;0;0;0;0;2;0;6;0;0;1;1;2;1;5;3;3;3;1;5;3;0;3;3;2;2
jsweet;def.dom.SVGFEMergeElement;jsweet\sourcefiles\core-lib\es5\src\main\java\def\dom\SVGFEMergeElement.java;2;2;3;3;0;10;93;0.21;71.9859;3;8;6;2;0;5;11;5;4;0;0;0;0;11;0;5;0;0;1;1;11;5;28;8.5;14;17;1;15;3.5;0;4;7;6;6
jsweet;def.dom.SVGMaskElement;jsweet\sourcefiles\core-lib\es5\src\main\java\def\dom\SVGMaskElement.java;0;0;3;3;0;10;281;0.34;69.6944;3;15;13;2;0;6;21;5;5;0;0;0;0;24;0;5;0;0;1;1;24;6;50;6.33333;14;19;1;28;2.66667;0;4;8;7;7
jsweet;def.dom.SVGPathSegMovetoRel;jsweet\sourcefiles\core-lib\es6\src\main\java\def\dom\SVGPathSegMovetoRel.java;0;0;3;3;0;10;55;0.26;92.4436;2;2;1;1;0;1;1;2;0;0;0;0;0;4;0;2;0;0;1;1;4;1;7;3;3;3;1;7;3;0;3;3;2;2
jsweet;def.dom.SVGStringList;jsweet\sourcefiles\core-lib\es5\src\main\java\def\dom\SVGStringList.java;0;0;3;3;0;10;59;0.15;66.8911;2;22;1;21;0;8;1;1;6;0;0;0;0;10;0;1;0;0;1;1;10;8;21;2.25;3;18;1;13;1.25;0;3;10;9;9
jsweet;def.dom.SVGSVGElement;jsweet\sourcefiles\core-lib\es5\src\main\java\def\dom\SVGSVGElement.java;1;0;3;2;1;10;780;0.12;26.9673;3;184;183;3;0;194;382;5;182;0;0;0;0;230;0;5;0;0;1;1;230;194;595;17.41935;378;540;1;234;6.32258;0;108;196;195;195
jsweet;def.dom.SVGTextPathElement;jsweet\sourcefiles\core-lib\es5\src\main\java\def\dom\SVGTextPathElement.java;0;0;3;3;0;10;155;0.26;70.5936;3;9;7;2;0;5;10;6;4;0;0;0;0;16;0;6;0;0;1;1;16;5;33;8.5;14;17;1;20;3.5;0;4;7;6;6
jsweet;def.dom.TextEvent;jsweet\sourcefiles\core-lib\es5\src\main\java\def\dom\TextEvent.java;0;0;3;3;0;10;187;0.33;79.4921;2;5;2;3;0;2;2;3;1;0;0;0;0;16;0;3;0;0;1;1;16;2;26;5.5;8;11;1;19;2;0;3;4;3;3
jsweet;def.dom.WebGLObject;jsweet\sourcefiles\core-lib\es6\src\main\java\def\dom\WebGLObject.java;0;0;3;3;0;10;35;0.23;92.4436;2;7;1;6;0;1;1;1;0;0;0;0;0;2;0;1;6;6;1;1;2;1;5;3;3;3;1;5;3;0;3;3;2;2
jsweet;def.dom.WebGLTexture;jsweet\sourcefiles\core-lib\es6\src\main\java\def\dom\WebGLTexture.java;0;0;3;3;0;10;35;0.23;0;2;2;1;1;0;1;1;2;0;0;0;0;0;2;0;2;0;0;1;1;2;1;5;3;3;3;1;5;3;0;3;3;2;2
jsweet;def.dom.WindowSessionStorage;jsweet\sourcefiles\core-lib\es5\src\main\java\def\dom\WindowSessionStorage.java;0;0;3;3;0;10;10;0.07;0;3;3;2;1;0;0;2;1;0;0;0;0;0;1;0;1;0;0;0;0;1;0;4;1;1;1;1;4;1;0;1;1;0;0
jsweet;def.dom.XPathEvaluator;jsweet\sourcefiles\core-lib\es5\src\main\java\def\dom\XPathEvaluator.java;0;0;3;3;0;10;43;0.16;73.4746;2;5;5;0;0;5;10;1;4;0;0;0;0;6;0;1;0;0;1;1;6;5;17;3.75;6;15;1;9;1.75;0;3;7;6;6
jsweet;def.js.Float64Array;jsweet\sourcefiles\core-lib\es6\src\main\java\def\js\Float64Array.java;0;0;3;3;0;10;189;0.09;22.2045;7;8;8;0;0;63;30;1;51;0;0;0;0;69;0;2;0;0;1;1;69;63;182;6.25926;30;169;2;85;2.88889;0;21;78;64;64
jsweet;def.js.PropertyDescriptorMap;jsweet\sourcefiles\core-lib\es5\src\main\java\def\js\PropertyDescriptorMap.java;0;0;3;3;0;10;2;0.01;92.2002;3;2;2;1;0;1;2;1;1;0;0;0;0;1;0;1;0;0;0;0;1;1;5;1.5;2;3;1;4;1;0;1;2;1;1
jsweet;def.js.String;jsweet\sourcefiles\core-lib\es5\src\main\java\def\js\String.java;0;0;3;3;0;10;156;0.07;19.303;3;20;5;18;0;64;24;1;62;0;0;0;0;66;0;2;0;0;1;1;66;64;166;6.70833;36;161;2;72;2.875;0;10;69;65;65
jsweet;def.js.Uint8Array;jsweet\sourcefiles\core-lib\es5\src\main\java\def\js\Uint8Array.java;0;0;3;3;0;10;187;0.09;22.0884;7;13;8;5;0;62;30;1;50;0;0;0;0;68;0;2;0;0;1;1;68;62;179;6.38462;30;166;2;84;2.96154;0;21;77;63;63
jsweet;jsweet.util.Lang;jsweet\sourcefiles\core-lib\es5\src\main\java\jsweet\util\Lang.java;1;0;3;2;1;10;239;0.1;18.513;59;17;17;0;0;51;50;0;50;0;0;0;0;53;0;0;0;0;0;0;54;51;143;5.82609;30;134;0;66;2.6087;0;15;60;51;51
jsweet;org.jsweet.input.typescriptdef.parser.GenParser;jsweet\sourcefiles\candy-generator\src\main\java\org\jsweet\input\typescriptdef\parser\GenParser.java;0;0;3;3;0;10;0;0;71.9214;21;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;1;21;10;19;20;0;6;2.5;0;4;5;1;1
jsweet;org.jsweet.input.typescriptdef.visitor.TypeReferenceExpander;jsweet\sourcefiles\candy-generator\src\main\java\org\jsweet\input\typescriptdef\visitor\TypeReferenceExpander.java;2;2;1;2;2;8.68;17;0.01;46.4567;37;9;8;1;28;14;12;1;1;0;0;6;10;4;6;2;0;0;10;10;4;3;112;39;97;111;1;63;22;17;53;62;13;13
jsweet;org.jsweet.transpiler.extension.RemoveJavaDependenciesAdapter;jsweet\sourcefiles\transpiler\src\main\java\org\jsweet\transpiler\extension\RemoveJavaDependenciesAdapter.java;3;3;0;0;3;2.28;720;0.02;0;96;27;22;5;340;434;63;2;3;1;5;10;72;29;6;2;1;1;58;58;29;26;4044;162.28;567;4043;1;2444;98.08;327;355;2443;84;84
jsweet;org.jsweet.transpiler.GlobalBeforeTranslationScanner;jsweet\sourcefiles\transpiler\src\main\java\org\jsweet\transpiler\GlobalBeforeTranslationScanner.java;3;3;1;1;2;7.6;77;0.02;30.821;55;7;5;2;69;47;14;2;1;3;64;5;22;7;5;2;0;0;22;22;7;6;361;60.83333;249;360;1;189;32;24;121;188;28;28
jsweet;org.jsweet.transpiler.JSweetTranspiler;jsweet\sourcefiles\transpiler\src\main\java\org\jsweet\transpiler\JSweetTranspiler.java;1;2;1;0;3;4.07;600;0.02;0.2943;135;52;33;21;287;259;160;0;3;19;104;8;153;158;8;1;0;0;89;90;159;105;2683;29.04124;263;2641;1;1451;15.93814;92;142;1435;194;195
jsweet;org.jsweet.transpiler.model.support.CompilationUnitElementSupport;jsweet\sourcefiles\transpiler\src\main\java\org\jsweet\transpiler\model\support\CompilationUnitElementSupport.java;0;0;3;3;0;10;0;0;66.3237;32;4;2;2;0;3;1;1;0;0;0;0;1;3;0;3;0;0;1;1;3;3;17;5.66667;7;16;2;14;4.66667;0;6;13;4;4
jsweet;org.jsweet.transpiler.ModuleImportDescriptor;jsweet\sourcefiles\transpiler\src\main\java\org\jsweet\transpiler\ModuleImportDescriptor.java;0;0;3;3;0;10;0;0;55.8258;28;3;0;3;0;4;0;0;0;0;0;0;0;7;0;0;0;0;0;0;7;4;22;6;12;21;0;19;5.25;0;9;18;4;4
jsweet;org.jsweet.transpiler.util.ErrorCountTranspilationHandler;jsweet\sourcefiles\transpiler\src\main\java\org\jsweet\transpiler\util\ErrorCountTranspilationHandler.java;0;0;3;3;0;10;0;0;43.9543;30;11;3;8;3;10;3;1;1;0;0;1;3;11;1;2;0;0;3;3;11;7;54;9;33;53;1;35;5.57143;0;16;34;10;10
junit4;junit.extensions.RepeatedTest;junit4\sourcefiles\src\main\java\junit\extensions\RepeatedTest.java;0;0;3;3;0;10;0;0;53.3557;9;5;3;2;4;7;3;2;1;1;9;2;5;5;2;3;0;0;5;5;5;4;43;11;16;42;1;30;7.75;0;12;29;9;9
junit4;junit.extensions.TestDecorator;junit4\sourcefiles\src\main\java\junit\extensions\TestDecorator.java;0;0;3;3;0;10;0;0;56.6921;12;8;3;5;0;6;7;1;1;0;0;0;3;7;0;2;2;5;3;3;7;6;27;5;6;26;2;24;4.5;0;6;23;9;9
junit4;junit.framework.Assert;junit4\sourcefiles\src\main\java\junit\framework\Assert.java;0;0;3;3;0;9.75;108;0.02;21.5303;9;10;2;8;22;61;0;0;2;0;0;1;24;39;1;0;2;87;3;3;39;39;425;32.53846;235;423;0;181;13.76923;0;101;179;42;42
junit4;junit.framework.AssertionFailedError;junit4\sourcefiles\src\main\java\junit\framework\AssertionFailedError.java;0;1;3;3;0;10;0;0;66.4983;6;20;0;20;1;4;0;1;1;0;0;0;1;4;0;1;1;1;0;0;4;3;20;8.5;9;17;1;12;5;0;7;10;3;3
junit4;junit.framework.ComparisonCompactor;junit4\sourcefiles\src\main\java\junit\framework\ComparisonCompactor.java;1;1;2;3;1;10;0;0;40.2742;3;3;1;2;13;20;2;0;1;2;14;2;7;16;2;0;0;0;1;1;16;8;167;22.125;32;160;0;93;13.25;0;19;89;9;9
junit4;junit.framework.JUnit4TestAdapter;junit4\sourcefiles\src\main\java\junit\framework\JUnit4TestAdapter.java;0;0;3;3;0;10;0;0;43.9833;16;35;12;24;4;15;22;0;2;1;12;2;19;15;2;4;0;0;15;15;15;12;89;8.81818;23;88;4;72;7.27273;0;19;71;27;27
junit4;junit.framework.JUnit4TestCaseFacade;junit4\sourcefiles\src\main\java\junit\framework\JUnit4TestCaseFacade.java;0;0;3;3;0;10;20;0.03;59.4327;6;5;4;1;0;5;6;0;3;0;0;0;2;6;0;2;0;0;1;1;6;5;26;5.2;6;25;2;21;4.2;0;6;20;6;6
junit4;junit.framework.TestCase;junit4\sourcefiles\src\main\java\junit\framework\TestCase.java;0;0;2;3;0;9.75;9;0;18.6988;76;92;3;90;9;59;43;1;39;0;0;3;48;52;3;2;74;80;41;41;52;51;446;19.47826;174;445;2;246;10.78261;0;80;245;92;92
junit4;junit.framework.TestResult;junit4\sourcefiles\src\main\java\junit\framework\TestResult.java;0;0;3;3;0;10;4;0;32.0188;17;40;6;35;8;27;27;0;2;4;5;1;17;23;1;0;0;0;8;8;23;18;146;8.77778;19;145;0;113;6.94444;0;14;112;26;26
junit4;junit.textui.TestRunner;junit4\sourcefiles\src\main\java\junit\textui\TestRunner.java;0;0;3;3;0;9.75;136;0.04;29.9478;30;20;7;13;14;30;24;1;8;1;35;5;23;22;2;2;0;0;13;13;22;18;261;18.35714;97;254;1;157;11.14286;18;55;153;31;31
junit4;org.junit.Assume;junit4\sourcefiles\src\main\java\org\junit\Assume.java;0;0;3;3;0;10;5;0;37.2178;35;41;1;40;3;12;0;0;3;0;0;1;7;9;1;0;0;0;3;3;9;9;81;13.33333;23;80;0;43;7;0;12;42;12;12
junit4;org.junit.ComparisonFailure;junit4\sourcefiles\src\main\java\org\junit\ComparisonFailure.java;0;0;2;3;1;10;40;0.02;43.1458;12;4;2;3;13;24;2;1;0;2;14;0;9;8;0;1;0;0;2;1;9;4;191;7.25;11;25;1;115;5.75;0;8;19;6;5
junit4;org.junit.experimental.categories.Categories;junit4\sourcefiles\src\main\java\org\junit\experimental\categories\Categories.java;1;1;2;1;1;9.12;14;0;35.2235;81;37;8;30;55;68;30;3;5;8;9;2;37;10;2;6;0;0;13;10;13;10;468;16.1;30;161;1;283;9.6;0;20;96;23;20
junit4;org.junit.experimental.categories.CategoryFilterFactory;junit4\sourcefiles\src\main\java\org\junit\experimental\categories\CategoryFilterFactory.java;0;0;3;3;0;10;0;0;55.6517;14;9;5;4;2;5;5;0;1;1;8;1;5;3;1;1;3;3;3;3;3;3;33;10.66667;16;32;1;25;8;0;12;24;6;6
junit4;org.junit.experimental.categories.CategoryValidator;junit4\sourcefiles\src\main\java\org\junit\experimental\categories\CategoryValidator.java;0;0;3;3;0;10;1;0;51.8414;27;3;2;1;6;5;2;1;1;2;14;3;2;3;3;1;0;0;1;1;3;2;53;12;24;36;1;31;8.66667;0;19;26;3;3
junit4;org.junit.experimental.max.CouldNotReadCoreException;junit4\sourcefiles\src\main\java\org\junit\experimental\max\CouldNotReadCoreException.java;0;0;3;3;0;10;0;0;71.7327;6;1;0;1;0;1;0;1;0;0;0;0;0;2;0;1;0;0;0;0;2;1;7;4;4;4;1;5;3;0;3;3;1;1
junit4;org.junit.experimental.max.MaxCore;junit4\sourcefiles\src\main\java\org\junit\experimental\max\MaxCore.java;0;1;3;2;1;9.87;32;0.01;33.006;32;14;12;2;16;25;38;0;2;2;6;2;31;15;2;0;0;0;18;18;15;13;201;20;47;198;0;138;13.8;0;29;136;31;31
junit4;org.junit.experimental.max.MaxHistory;junit4\sourcefiles\src\main\java\org\junit\experimental\max\MaxHistory.java;0;1;2;2;0;10;33;0.01;37.903;26;8;7;3;8;24;19;0;5;0;0;3;14;15;3;1;0;0;2;3;17;11;177;9.54545;24;98;1;131;7.09091;0;19;74;13;14
junit4;org.junit.experimental.results.PrintableResult;junit4\sourcefiles\src\main\java\org\junit\experimental\results\PrintableResult.java;0;0;3;3;0;10;0;0;51.7859;22;35;6;29;0;6;6;0;2;0;0;0;10;7;0;0;0;0;7;7;7;6;43;11;15;42;0;31;8;0;9;30;13;13
junit4;org.junit.experimental.results.ResultMatchers;junit4\sourcefiles\src\main\java\org\junit\experimental\results\ResultMatchers.java;0;0;2;3;0;10;5;0;32.2046;16;25;1;24;1;11;6;0;2;0;0;1;5;4;1;0;0;0;1;1;4;4;73;14.4;24;72;0;47;9.2;0;15;46;5;5
junit4;org.junit.experimental.runners.Enclosed;junit4\sourcefiles\src\main\java\org\junit\experimental\runners\Enclosed.java;0;1;3;3;0;9.75;1;0;58.5229;26;9;2;7;3;4;2;3;1;1;9;2;2;2;2;6;0;0;1;1;2;2;29;14;20;28;1;20;9.5;0;14;19;3;3
